Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfClauses;NumberOfLiterals;ClauseDensity;RatioOptionalFeatures;ConnectivityDensity;Void;#CORE;#Dead;NumberOfValidConfigurations;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
BusyBox;Pett2021;True;2008-04-11_10-54-37;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-11_10-54-37.dimacs;systems_software/BusyBox/Pett2021-2008-04-11_10-54-37;693.0;692.0;692.0;564.0;2.18262411347518;0.813852813852814;0.772005772005772;2.0;692.0;1257.0;2616.0;0.480504587155963;0.98989898989899;1285.0;True;7.0;7.0;1.55006801562676E+177;593.0;456.0
BusyBox;Pett2021;True;2008-04-11_11-27-29;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-11_11-27-29.dimacs;systems_software/BusyBox/Pett2021-2008-04-11_11-27-29;693.0;692.0;692.0;564.0;2.18262411347518;0.813852813852814;0.772005772005772;2.0;692.0;1257.0;2616.0;0.480504587155963;0.98989898989899;1285.0;True;7.0;7.0;1.55006801562676E+177;593.0;456.0
BusyBox;Pett2021;True;2008-04-11_11-50-55;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-11_11-50-55.dimacs;systems_software/BusyBox/Pett2021-2008-04-11_11-50-55;693.0;692.0;692.0;564.0;2.18262411347518;0.813852813852814;0.772005772005772;2.0;692.0;1257.0;2616.0;0.480504587155963;0.98989898989899;1285.0;True;7.0;7.0;1.55006801562676E+177;593.0;456.0
BusyBox;Pett2021;True;2008-04-11_11-59-09;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-11_11-59-09.dimacs;systems_software/BusyBox/Pett2021-2008-04-11_11-59-09;693.0;692.0;692.0;564.0;2.18262411347518;0.813852813852814;0.772005772005772;2.0;692.0;1257.0;2616.0;0.480504587155963;0.98989898989899;1285.0;True;7.0;7.0;1.55006801562676E+177;593.0;456.0
BusyBox;Pett2021;True;2008-04-11_12-31-57;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-11_12-31-57.dimacs;systems_software/BusyBox/Pett2021-2008-04-11_12-31-57;693.0;692.0;692.0;564.0;2.18262411347518;0.813852813852814;0.772005772005772;2.0;692.0;1257.0;2616.0;0.480504587155963;0.98989898989899;1285.0;True;7.0;7.0;1.55006801562676E+177;593.0;456.0
BusyBox;Pett2021;True;2008-04-11_12-42-23;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-11_12-42-23.dimacs;systems_software/BusyBox/Pett2021-2008-04-11_12-42-23;693.0;692.0;692.0;564.0;2.18262411347518;0.813852813852814;0.772005772005772;2.0;692.0;1257.0;2616.0;0.480504587155963;0.98989898989899;1285.0;True;7.0;7.0;1.55006801562676E+177;593.0;456.0
BusyBox;Pett2021;True;2008-04-12_13-46-39;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-12_13-46-39.dimacs;systems_software/BusyBox/Pett2021-2008-04-12_13-46-39;693.0;692.0;692.0;564.0;2.18262411347518;0.813852813852814;0.772005772005772;2.0;692.0;1257.0;2616.0;0.480504587155963;0.98989898989899;1285.0;True;7.0;7.0;1.55006801562676E+177;593.0;456.0
BusyBox;Pett2021;True;2008-04-12_20-07-08;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-12_20-07-08.dimacs;systems_software/BusyBox/Pett2021-2008-04-12_20-07-08;693.0;692.0;692.0;564.0;2.18262411347518;0.813852813852814;0.772005772005772;2.0;692.0;1257.0;2616.0;0.480504587155963;0.98989898989899;1285.0;True;7.0;7.0;1.55006801562676E+177;593.0;456.0
BusyBox;Pett2021;True;2008-04-12_20-07-53;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-12_20-07-53.dimacs;systems_software/BusyBox/Pett2021-2008-04-12_20-07-53;694.0;693.0;693.0;566.0;2.18727915194346;0.815561959654179;0.772334293948127;2.0;693.0;1260.0;2625.0;0.48;0.989913544668588;1291.0;True;7.0;7.0;2.69222339556226E+177;598.0;471.0
BusyBox;Pett2021;True;2008-04-12_22-55-33;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-12_22-55-33.dimacs;systems_software/BusyBox/Pett2021-2008-04-12_22-55-33;694.0;693.0;693.0;566.0;2.18727915194346;0.815561959654179;0.772334293948127;2.0;693.0;1260.0;2625.0;0.48;0.989913544668588;1291.0;True;7.0;7.0;2.69222339556226E+177;598.0;471.0
BusyBox;Pett2021;True;2008-04-12_23-02-43;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-12_23-02-43.dimacs;systems_software/BusyBox/Pett2021-2008-04-12_23-02-43;694.0;693.0;693.0;566.0;2.18727915194346;0.815561959654179;0.772334293948127;2.0;693.0;1260.0;2625.0;0.48;0.989913544668588;1291.0;True;7.0;7.0;2.69222339556226E+177;598.0;471.0
BusyBox;Pett2021;True;2008-04-13_02-25-53;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-13_02-25-53.dimacs;systems_software/BusyBox/Pett2021-2008-04-13_02-25-53;694.0;693.0;693.0;566.0;2.18727915194346;0.815561959654179;0.772334293948127;2.0;693.0;1260.0;2625.0;0.48;0.989913544668588;1291.0;True;7.0;7.0;2.69222339556226E+177;598.0;471.0
BusyBox;Pett2021;True;2008-04-13_02-27-39;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-13_02-27-39.dimacs;systems_software/BusyBox/Pett2021-2008-04-13_02-27-39;694.0;693.0;693.0;566.0;2.18727915194346;0.815561959654179;0.772334293948127;2.0;693.0;1260.0;2625.0;0.48;0.989913544668588;1291.0;True;7.0;7.0;2.69222339556226E+177;598.0;471.0
BusyBox;Pett2021;True;2008-04-13_08-20-00;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-13_08-20-00.dimacs;systems_software/BusyBox/Pett2021-2008-04-13_08-20-00;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-13_08-32-51;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-13_08-32-51.dimacs;systems_software/BusyBox/Pett2021-2008-04-13_08-32-51;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-13_17-45-56;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-13_17-45-56.dimacs;systems_software/BusyBox/Pett2021-2008-04-13_17-45-56;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-13_22-12-19;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-13_22-12-19.dimacs;systems_software/BusyBox/Pett2021-2008-04-13_22-12-19;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-13_22-41-27;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-13_22-41-27.dimacs;systems_software/BusyBox/Pett2021-2008-04-13_22-41-27;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-14_01-59-53;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-14_01-59-53.dimacs;systems_software/BusyBox/Pett2021-2008-04-14_01-59-53;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-14_19-50-06;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-14_19-50-06.dimacs;systems_software/BusyBox/Pett2021-2008-04-14_19-50-06;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-14_19-56-46;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-14_19-56-46.dimacs;systems_software/BusyBox/Pett2021-2008-04-14_19-56-46;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-15_01-17-50;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-15_01-17-50.dimacs;systems_software/BusyBox/Pett2021-2008-04-15_01-17-50;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-16_15-01-48;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-16_15-01-48.dimacs;systems_software/BusyBox/Pett2021-2008-04-16_15-01-48;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-17_00-12-10;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-17_00-12-10.dimacs;systems_software/BusyBox/Pett2021-2008-04-17_00-12-10;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-17_01-52-28;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-17_01-52-28.dimacs;systems_software/BusyBox/Pett2021-2008-04-17_01-52-28;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-17_12-35-09;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-17_12-35-09.dimacs;systems_software/BusyBox/Pett2021-2008-04-17_12-35-09;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-17_18-04-38;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-17_18-04-38.dimacs;systems_software/BusyBox/Pett2021-2008-04-17_18-04-38;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_03-42-47;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_03-42-47.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_03-42-47;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_03-44-45;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_03-44-45.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_03-44-45;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_04-15-13;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_04-15-13.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_04-15-13;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_04-28-21;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_04-28-21.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_04-28-21;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_09-27-14;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_09-27-14.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_09-27-14;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_09-33-22;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_09-33-22.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_09-33-22;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_17-40-29;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_17-40-29.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_17-40-29;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_19-05-12;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_19-05-12.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_19-05-12;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_19-06-23;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_19-06-23.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_19-06-23;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_19-32-08;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_19-32-08.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_19-32-08;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_20-19-45;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_20-19-45.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_20-19-45;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_21-30-52;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_21-30-52.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_21-30-52;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-19_21-57-57;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-19_21-57-57.dimacs;systems_software/BusyBox/Pett2021-2008-04-19_21-57-57;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-20_01-27-59;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-20_01-27-59.dimacs;systems_software/BusyBox/Pett2021-2008-04-20_01-27-59;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-20_14-25-26;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-20_14-25-26.dimacs;systems_software/BusyBox/Pett2021-2008-04-20_14-25-26;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-20_14-45-43;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-20_14-45-43.dimacs;systems_software/BusyBox/Pett2021-2008-04-20_14-45-43;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-21_02-21-45;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-21_02-21-45.dimacs;systems_software/BusyBox/Pett2021-2008-04-21_02-21-45;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-21_03-23-59;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-21_03-23-59.dimacs;systems_software/BusyBox/Pett2021-2008-04-21_03-23-59;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-21_05-05-17;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-21_05-05-17.dimacs;systems_software/BusyBox/Pett2021-2008-04-21_05-05-17;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
