Name;Origin;Domain;Format;Extension;Year;Keywords;Hierarchy;Versions;VersionRange;Variants;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;Number_Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfAlternatives;NumberOfOrs;NumberOfClauses;NumberOfLiterals;NumberOfUnitClauses;NumberOfTwoClauses;ClauseDensity;NumberOfTautologies;NumberOfRedundantConstraints;ConnectivityDensity;Void;Number_CORE;Number_Dead;RatioOptionalFeatures;NumberOfFalseOptionalFeatures;NumberOfOptionalFeatures;NumberOfValidConfigurationsLog;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
cq7750;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cq7750/Knüppel2017.json;systems_software/cq7750/Knüppel2017;1281.0;980.0;32.0;864.0;3.00462962962963;0.674473067915691;0.818110850897736;7.0;4.25249169435216;13.0;0.0;2961.0;6066.0;14;2808;0.48813056379822;6;350;1911;1;6;69;0.941451990632319;193;1206;130;629;596
cq7750;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cq7750/Berger2013.json;systems_software/cq7750/Berger2013;1268.0;1267.0;1267.0;3173.0;2.66561613614875;2.50236593059937;0.999211356466877;2.0;1267.0;0.0;0.0;4441.0;10096.0;14;3641;0.439877179080824;0;1472;3144;1;30;0;0.976340694006309;29;1238;299;1869;1698
csb281;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/csb281/Passos2011.json;systems_software/csb281/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
csb281;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/csb281/Knüppel2017.json;systems_software/csb281/Knüppel2017;1246.0;938.0;31.0;871.0;2.97933409873708;0.699036918138042;0.836276083467095;7.0;4.04220779220779;12.0;0.0;2908.0;5961.0;14;2754;0.487837611139071;6;350;1882;1;6;27;0.973515248796148;171;1213;126;635;605
csb281;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/csb281/Berger2013.json;systems_software/csb281/Berger2013;1234.0;1233.0;1233.0;3114.0;2.66634553628773;2.52350081037277;0.999189627228525;2.0;1233.0;0.0;0.0;4348.0;9891.0;14;3563;0.439591547871803;0;1421;3083;1;27;0;0.978119935170178;26;1207;?;1842;1663
dreamcast;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/dreamcast/Passos2011.json;systems_software/dreamcast/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dreamcast;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/dreamcast/Knüppel2017.json;systems_software/dreamcast/Knüppel2017;1266.0;960.0;31.0;867.0;3.01845444059977;0.684834123222749;0.837282780410742;7.0;4.13398692810458;13.0;0.0;2968.0;6084.0;12;2816;0.487836949375411;6;349;1898;1;6;53;0.953396524486572;182;1207;123;631;608
dreamcast;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/dreamcast/Berger2013.json;systems_software/dreamcast/Berger2013;1253.0;1252.0;1252.0;3168.0;2.66792929292929;2.52833200319234;0.999201915403033;2.0;1252.0;0.0;0.0;4421.0;10060.0;12;3622;0.439463220675944;0;1477;3117;1;28;0;0.977653631284916;27;1225;294;1857;1682
e7t;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/e7t/Passos2011.json;systems_software/e7t/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e7t;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/e7t/Knüppel2017.json;systems_software/e7t/Knüppel2017;1280.0;977.0;32.0;883.0;3.05322763306908;0.68984375;0.81796875;8.0;4.22112211221122;12.0;1.0;2962.0;6105.0;14;2787;0.485176085176085;6;351;1933;1;6;43;0.96171875;179;1231;134;652;618
e7t;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/e7t/Berger2013.json;systems_software/e7t/Berger2013;1267.0;1266.0;1266.0;3816.0;3.91378406708595;3.01183898973954;0.999210734017364;2.0;1266.0;0.0;0.0;5083.0;13549.0;14;3625;0.375156838143036;0;2094;3167;1;28;0;0.977900552486188;27;1239;?;1894;1721
eCos;AlHajjaji2019;systems_software;FeatureIDE;json;2019;['eCos', 'CDL'];True;0;;0;https://github.com/zahrakhoshmanesh/FIDUS;https://doi.org/10.1007/978-3-030-32047-8_26;feature_models/original/systems_software/eCos/AlHajjaji2019.json;systems_software/eCos/AlHajjaji2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eCos;Berger2013;systems_software;DIMACS;json;2013;['Automatic', 'KConfig', 'LVAT'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eCos/Berger2013.json;systems_software/eCos/Berger2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ea2468;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ea2468/Passos2011.json;systems_software/ea2468/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ea2468;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ea2468/Knüppel2017.json;systems_software/ea2468/Knüppel2017;1408.0;1069.0;35.0;956.0;3.14958158995816;0.678977272727273;0.845880681818182;7.0;4.15044247787611;12.0;0.0;3319.0;6831.0;17;3129;0.48587322500366;6;397;2100;1;6;126;0.90625;231;1276;131;691;652
ea2468;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ea2468/Berger2013.json;systems_software/ea2468/Berger2013;1396.0;1395.0;1395.0;4138.0;3.7933784436926;2.96418338108883;0.999283667621776;2.0;1395.0;0.0;0.0;5534.0;14517.0;17;4016;0.381208238616794;0;2294;3464;1;31;0;0.977793696275072;30;1365;?;2062;1869
eb40;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/eb40/Passos2011.json;systems_software/eb40/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eb40;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/eb40/Knüppel2017.json;systems_software/eb40/Knüppel2017;1253.0;952.0;32.0;890.0;3.04831460674157;0.710295291300878;0.841181165203512;7.0;4.15946843853821;12.0;0.0;2946.0;6072.0;13;2774;0.485177865612648;6;359;1908;1;6;57;0.949720670391061;185;1190;125;654;623
eb40;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eb40/Berger2013.json;systems_software/eb40/Berger2013;1241.0;1240.0;1240.0;3816.0;3.92348008385744;3.07493956486704;0.999194198227236;2.0;1240.0;0.0;0.0;5057.0;13516.0;13;3585;0.374149156555194;0;2117;3119;1;28;0;0.977437550362611;27;1213;?;1872;1699
eb40a;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/eb40a/Passos2011.json;systems_software/eb40a/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eb40a;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/eb40a/Knüppel2017.json;systems_software/eb40a/Knüppel2017;1254.0;952.0;32.0;890.0;3.04831460674157;0.709728867623604;0.841307814992025;7.0;4.14900662251656;12.0;0.0;2947.0;6074.0;13;2775;0.48518274613105;6;359;1909;1;6;57;0.949760765550239;186;1191;125;654;623
eb40a;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eb40a/Berger2013.json;systems_software/eb40a/Berger2013;1242.0;1241.0;1241.0;3817.0;3.9229761592874;3.07326892109501;0.999194847020934;2.0;1241.0;0.0;0.0;5059.0;13520.0;13;3587;0.374186390532544;0;2117;3121;1;28;0;0.977455716586151;27;1214;?;1873;1700
eb42;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/eb42/Passos2011.json;systems_software/eb42/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eb42;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/eb42/Knüppel2017.json;systems_software/eb42/Knüppel2017;1247.0;947.0;32.0;884.0;3.04524886877828;0.708901363271852;0.84121892542101;7.0;4.15333333333333;12.0;0.0;2926.0;6029.0;13;2756;0.485320948747719;6;356;1896;1;6;57;0.949478748997594;186;1184;124;648;619
eb42;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eb42/Berger2013.json;systems_software/eb42/Berger2013;1235.0;1234.0;1234.0;3779.0;3.9290817676634;3.05991902834008;0.99919028340081;2.0;1234.0;0.0;0.0;5014.0;13402.0;13;3564;0.374123265184301;0;2090;3101;1;28;0;0.977327935222672;27;1207;?;1860;1690
eb55;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/eb55/Passos2011.json;systems_software/eb55/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eb55;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/eb55/Knüppel2017.json;systems_software/eb55/Knüppel2017;1283.0;972.0;34.0;914.0;3.054704595186;0.712392829306313;0.84489477786438;7.0;4.12218649517685;12.0;0.0;3029.0;6242.0;14;2852;0.485261134251842;6;369;1953;1;6;64;0.945440374123149;188;1213;126;669;635
eb55;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/eb55/Berger2013.json;systems_software/eb55/Berger2013;1271.0;1270.0;1270.0;3882.0;3.89361154044307;3.05428796223446;0.999213217938631;2.0;1270.0;0.0;0.0;5153.0;13715.0;14;3674;0.375720014582574;0;2145;3192;1;29;0;0.977183320220299;28;1242;?;1915;1730
ebsa285;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ebsa285/Passos2011.json;systems_software/ebsa285/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ebsa285;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ebsa285/Knüppel2017.json;systems_software/ebsa285/Knüppel2017;1258.0;951.0;32.0;895.0;3.06480446927374;0.711446740858506;0.840222575516693;7.0;4.09446254071661;12.0;0.0;2961.0;6112.0;11;2785;0.484456806282723;6;355;1924;1;6;28;0.972972972972973;172;1224;127;665;633
ebsa285;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ebsa285/Berger2013.json;systems_software/ebsa285/Berger2013;1246.0;1245.0;1245.0;3832.0;3.919624217119;3.07544141252006;0.999197431781701;2.0;1245.0;0.0;0.0;5078.0;13570.0;11;3600;0.374207811348563;0;2114;3140;1;26;0;0.979133226324238;25;1220;?;1888;1708
ec555;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ec555/Passos2011.json;systems_software/ec555/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ec555;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ec555/Knüppel2017.json;systems_software/ec555/Knüppel2017;1280.0;982.0;30.0;863.0;3.00347624565469;0.67421875;0.815625;7.0;4.29194630872483;12.0;0.0;2962.0;6070.0;8;2819;0.487973640856672;6;355;1911;1;6;49;0.95703125;176;1225;134;630;602
ec555;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ec555/Berger2013.json;systems_software/ec555/Berger2013;1268.0;1267.0;1267.0;3169.0;2.66677185231934;2.49921135646688;0.999211356466877;2.0;1267.0;0.0;0.0;4437.0;10091.0;8;3646;0.43969874145278;0;1448;3147;1;24;0;0.981072555205047;23;1244;?;1872;1705
edb7xxx;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/edb7xxx/Passos2011.json;systems_software/edb7xxx/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
edb7xxx;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/edb7xxx/Knüppel2017.json;systems_software/edb7xxx/Knüppel2017;1259.0;954.0;33.0;900.0;3.04;0.714853057982526;0.841143764892772;7.0;4.12459016393443;12.0;0.0;2957.0;6091.0;17;2780;0.485470366113939;6;358;1924;1;6;51;0.95472597299444;186;1202;126;664;632
edb7xxx;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/edb7xxx/Berger2013.json;systems_software/edb7xxx/Berger2013;1247.0;1246.0;1246.0;3812.0;3.91395592864638;3.05693664795509;0.999198075380914;2.0;1246.0;0.0;0.0;5059.0;13494.0;17;3600;0.374907366236846;0;2102;3140;1;32;0;0.974338412189254;31;1215;?;1887;1710
edosk2674;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/edosk2674/Passos2011.json;systems_software/edosk2674/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
edosk2674;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/edosk2674/Knüppel2017.json;systems_software/edosk2674/Knüppel2017;1207.0;913.0;31.0;841.0;2.98454221165279;0.696768848384424;0.83844241922121;7.0;4.10204081632653;12.0;0.0;2825.0;5792.0;10;2681;0.487741712707182;6;335;1823;1;6;40;0.961888980944491;168;1161;121;615;594
edosk2674;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/edosk2674/Berger2013.json;systems_software/edosk2674/Berger2013;1195.0;1194.0;1194.0;3034.0;2.67996044825313;2.53891213389121;0.999163179916318;2.0;1194.0;0.0;0.0;4229.0;9647.0;10;3457;0.438374624235514;0;1397;2985;1;26;0;0.978242677824268;25;1169;?;1783;1617
excalibur_arm9;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/excalibur_arm9/Passos2011.json;systems_software/excalibur_arm9/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
excalibur_arm9;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/excalibur_arm9/Knüppel2017.json;systems_software/excalibur_arm9/Knüppel2017;1247.0;953.0;32.0;877.0;3.11858608893957;0.703287890938252;0.840417000801925;7.0;4.23809523809524;13.0;0.0;2948.0;6110.0;13;2749;0.482487725040917;6;350;1937;1;6;57;0.949478748997594;186;1184;125;689;652
excalibur_arm9;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/excalibur_arm9/Berger2013.json;systems_software/excalibur_arm9/Berger2013;1234.0;1233.0;1233.0;50538.0;6.76477106335827;40.9546191247974;0.999189627228525;2.0;1233.0;0.0;0.0;51772.0;246656.0;13;3556;0.209895563051375;0;48852;3187;1;29;0;0.976499189627229;28;1205;?;1946;1755
fads;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/fads/Passos2011.json;systems_software/fads/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fads;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/fads/Knüppel2017.json;systems_software/fads/Knüppel2017;1200.0;910.0;30.0;829.0;2.9794933655006;0.690833333333333;0.8325;7.0;4.13448275862069;12.0;0.0;2792.0;5725.0;8;2652;0.487685589519651;6;337;1808;1;6;49;0.954166666666667;172;1145;122;607;581
fads;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/fads/Berger2013.json;systems_software/fads/Berger2013;1188.0;1187.0;1187.0;3008.0;2.6845079787234;2.53198653198653;0.999158249158249;2.0;1187.0;0.0;0.0;4196.0;9579.0;8;3429;0.438041549222257;0;1386;2964;1;24;0;0.97979797979798;23;1164;278;1769;1608
flexanet;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/flexanet/Passos2011.json;systems_software/flexanet/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
flexanet;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/flexanet/Knüppel2017.json;systems_software/flexanet/Knüppel2017;1278.0;968.0;34.0;925.0;3.03027027027027;0.723787167449139;0.845070422535211;7.0;4.11935483870968;12.0;0.0;3014.0;6219.0;13;2833;0.484643833413732;6;365;1969;1;6;43;0.961658841940532;187;1229;127;690;656
flexanet;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/flexanet/Berger2013.json;systems_software/flexanet/Berger2013;1266.0;1265.0;1265.0;3883.0;3.89466907030646;3.06714060031596;0.999210110584518;2.0;1265.0;0.0;0.0;5149.0;13713.0;13;3666;0.375483118208999;0;2131;3203;1;28;0;0.977883096366509;27;1238;?;1931;1748
frv400;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/frv400/Passos2011.json;systems_software/frv400/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
frv400;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/frv400/Knüppel2017.json;systems_software/frv400/Knüppel2017;1251.0;952.0;32.0;862.0;2.96171693735499;0.689048760991207;0.819344524380496;7.0;4.18060200668896;12.0;0.0;2887.0;5919.0;11;2738;0.487751309342794;6;346;1881;1;6;37;0.965627498001599;172;1208;131;629;595
frv400;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/frv400/Berger2013.json;systems_software/frv400/Berger2013;1239.0;1238.0;1238.0;3096.0;2.66828165374677;2.49878934624697;0.999192897497982;2.0;1238.0;0.0;0.0;4335.0;9863.0;11;3557;0.439521443779783;0;1404;3085;1;26;0;0.979015334947538;25;1213;291;1840;1662
gps4020;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/gps4020/Passos2011.json;systems_software/gps4020/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gps4020;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/gps4020/Knüppel2017.json;systems_software/gps4020/Knüppel2017;1226.0;929.0;32.0;876.0;3.03881278538813;0.714518760195759;0.83931484502447;7.0;4.12457912457912;12.0;0.0;2878.0;5934.0;13;2707;0.48500168520391;6;350;1876;1;6;57;0.948613376835236;182;1163;123;649;619
gps4020;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/gps4020/Berger2013.json;systems_software/gps4020/Berger2013;1214.0;1213.0;1213.0;3743.0;3.94870424792947;3.0831960461285;0.999176276771005;2.0;1213.0;0.0;0.0;4957.0;13290.0;13;3505;0.372987208427389;0;2076;3060;1;28;0;0.976935749588138;27;1186;?;1840;1669
grg;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/grg/Passos2011.json;systems_software/grg/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
grg;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/grg/Knüppel2017.json;systems_software/grg/Knüppel2017;1254.0;950.0;34.0;889.0;3.04386951631046;0.708931419457735;0.834928229665072;7.0;4.12171052631579;12.0;0.0;2933.0;6043.0;17;2756;0.485354956147609;6;353;1907;1;6;46;0.958532695374801;184;1202;127;652;623
grg;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/grg/Berger2013.json;systems_software/grg/Berger2013;1242.0;1241.0;1241.0;3792.0;3.92405063291139;3.05314009661836;0.999194847020934;2.0;1241.0;0.0;0.0;5034.0;13444.0;17;3575;0.374442130318358;0;2094;3117;1;29;0;0.976650563607085;28;1213;?;1869;1687
h8300h_sim;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/h8300h_sim/Passos2011.json;systems_software/h8300h_sim/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
h8300h_sim;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/h8300h_sim/Knüppel2017.json;systems_software/h8300h_sim/Knüppel2017;1195.0;902.0;31.0;828.0;2.97463768115942;0.692887029288703;0.835983263598326;7.0;4.07508532423208;12.0;0.0;2792.0;5720.0;11;2651;0.488111888111888;6;338;1797;1;6;55;0.948953974895397;168;1134;120;601;583
h8300h_sim;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/h8300h_sim/Berger2013.json;systems_software/h8300h_sim/Berger2013;1183.0;1182.0;1182.0;3001.0;2.68443852049317;2.53677092138631;0.999154691462384;2.0;1182.0;0.0;0.0;4184.0;9550.0;11;3416;0.438115183246073;0;1390;2947;1;27;0;0.977176669484362;26;1156;276;1757;1602
