Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;#Features;#LeafFeatures;#TopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;RatioOptionalFeatures;ConnectivityDensity;TreeDepth;AverageNumberOfChildren;Valid;#CORE;#Dead;NumberOfValidConfigurations
BusyBox;Pett2021;True;2008-06-14_19-38-35;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-14_19-38-35.dimacs;systems_software/BusyBox/Pett2021-2008-06-14_19-38-35;710.0;709.0;709.0;592.0;2.197635135135135;0.8338028169014085;0.7732394366197183;0.9887323943661972;1321.0;2.0;709.0;True;8.0;8.0;10456492674415421786781378868280856450292195131767980101144370926118777995351689562884989486231481133649112284842618018791773128012423711247905841786271415201001635840000000000000000
BusyBox;Pett2021;True;2008-06-14_22-11-29;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-14_22-11-29.dimacs;systems_software/BusyBox/Pett2021-2008-06-14_22-11-29;710.0;709.0;709.0;592.0;2.197635135135135;0.8338028169014085;0.7732394366197183;0.9887323943661972;1321.0;2.0;709.0;True;8.0;8.0;10456492674415421786781378868280856450292195131767980101144370926118777995351689562884989486231481133649112284842618018791773128012423711247905841786271415201001635840000000000000000
BusyBox;Pett2021;True;2008-06-15_05-40-08;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_05-40-08.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_05-40-08;710.0;709.0;709.0;592.0;2.197635135135135;0.8338028169014085;0.7732394366197183;0.9887323943661972;1321.0;2.0;709.0;True;8.0;8.0;10456492674415421786781378868280856450292195131767980101144370926118777995351689562884989486231481133649112284842618018791773128012423711247905841786271415201001635840000000000000000
BusyBox;Pett2021;True;2008-06-15_05-40-56;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_05-40-56.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_05-40-56;710.0;709.0;709.0;592.0;2.197635135135135;0.8338028169014085;0.7732394366197183;0.9887323943661972;1321.0;2.0;709.0;True;8.0;8.0;10456492674415421786781378868280856450292195131767980101144370926118777995351689562884989486231481133649112284842618018791773128012423711247905841786271415201001635840000000000000000
BusyBox;Pett2021;True;2008-06-15_08-12-00;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_08-12-00.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_08-12-00;710.0;709.0;709.0;592.0;2.197635135135135;0.8338028169014085;0.7732394366197183;0.9887323943661972;1321.0;2.0;709.0;True;8.0;8.0;10456492674415421786781378868280856450292195131767980101144370926118777995351689562884989486231481133649112284842618018791773128012423711247905841786271415201001635840000000000000000
BusyBox;Pett2021;True;2008-06-15_09-48-18;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_09-48-18.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_09-48-18;710.0;709.0;709.0;592.0;2.197635135135135;0.8338028169014085;0.7732394366197183;0.9887323943661972;1321.0;2.0;709.0;True;8.0;8.0;10456492674415421786781378868280856450292195131767980101144370926118777995351689562884989486231481133649112284842618018791773128012423711247905841786271415201001635840000000000000000
BusyBox;Pett2021;True;2008-06-15_09-49-21;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_09-49-21.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_09-49-21;710.0;709.0;709.0;592.0;2.197635135135135;0.8338028169014085;0.7732394366197183;0.9887323943661972;1321.0;2.0;709.0;True;8.0;8.0;10456492674415421786781378868280856450292195131767980101144370926118777995351689562884989486231481133649112284842618018791773128012423711247905841786271415201001635840000000000000000
BusyBox;Pett2021;True;2008-06-15_09-58-53;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_09-58-53.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_09-58-53;710.0;709.0;709.0;592.0;2.197635135135135;0.8338028169014085;0.7732394366197183;0.9887323943661972;1321.0;2.0;709.0;True;8.0;8.0;10456492674415421786781378868280856450292195131767980101144370926118777995351689562884989486231481133649112284842618018791773128012423711247905841786271415201001635840000000000000000
BusyBox;Pett2021;True;2008-06-15_11-49-42;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_11-49-42.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_11-49-42;710.0;709.0;709.0;592.0;2.197635135135135;0.8338028169014085;0.7732394366197183;0.9887323943661972;1321.0;2.0;709.0;True;8.0;8.0;10456492674415421786781378868280856450292195131767980101144370926118777995351689562884989486231481133649112284842618018791773128012423711247905841786271415201001635840000000000000000
BusyBox;Pett2021;True;2008-06-15_18-35-34;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_18-35-34.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_18-35-34;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-15_19-02-31;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_19-02-31.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_19-02-31;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-15_20-14-26;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_20-14-26.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_20-14-26;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-15_20-15-27;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-15_20-15-27.dimacs;systems_software/BusyBox/Pett2021-2008-06-15_20-15-27;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-16_04-09-25;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-16_04-09-25.dimacs;systems_software/BusyBox/Pett2021-2008-06-16_04-09-25;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-16_07-12-19;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-16_07-12-19.dimacs;systems_software/BusyBox/Pett2021-2008-06-16_07-12-19;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-16_07-32-40;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-16_07-32-40.dimacs;systems_software/BusyBox/Pett2021-2008-06-16_07-32-40;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-16_12-47-11;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-16_12-47-11.dimacs;systems_software/BusyBox/Pett2021-2008-06-16_12-47-11;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-16_12-53-33;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-16_12-53-33.dimacs;systems_software/BusyBox/Pett2021-2008-06-16_12-53-33;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-16_14-35-57;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-16_14-35-57.dimacs;systems_software/BusyBox/Pett2021-2008-06-16_14-35-57;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-17_05-11-43;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-17_05-11-43.dimacs;systems_software/BusyBox/Pett2021-2008-06-17_05-11-43;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-17_05-43-38;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-17_05-43-38.dimacs;systems_software/BusyBox/Pett2021-2008-06-17_05-43-38;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-17_07-24-29;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-17_07-24-29.dimacs;systems_software/BusyBox/Pett2021-2008-06-17_07-24-29;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-17_07-26-52;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-17_07-26-52.dimacs;systems_software/BusyBox/Pett2021-2008-06-17_07-26-52;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-17_07-52-43;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-17_07-52-43.dimacs;systems_software/BusyBox/Pett2021-2008-06-17_07-52-43;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-17_12-09-21;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-17_12-09-21.dimacs;systems_software/BusyBox/Pett2021-2008-06-17_12-09-21;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-17_12-11-34;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-17_12-11-34.dimacs;systems_software/BusyBox/Pett2021-2008-06-17_12-11-34;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-17_12-28-44;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-17_12-28-44.dimacs;systems_software/BusyBox/Pett2021-2008-06-17_12-28-44;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-17_12-45-39;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-17_12-45-39.dimacs;systems_software/BusyBox/Pett2021-2008-06-17_12-45-39;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_08-32-25;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_08-32-25.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_08-32-25;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_09-20-35;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_09-20-35.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_09-20-35;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_09-22-31;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_09-22-31.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_09-22-31;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_16-29-32;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_16-29-32.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_16-29-32;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_16-30-42;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_16-30-42.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_16-30-42;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_16-38-22;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_16-38-22.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_16-38-22;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_17-49-58;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_17-49-58.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_17-49-58;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_17-53-57;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_17-53-57.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_17-53-57;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_19-22-19;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_19-22-19.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_19-22-19;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_19-49-46;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_19-49-46.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_19-49-46;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-18_20-01-12;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-18_20-01-12.dimacs;systems_software/BusyBox/Pett2021-2008-06-18_20-01-12;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-20_12-17-59;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-20_12-17-59.dimacs;systems_software/BusyBox/Pett2021-2008-06-20_12-17-59;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-20_18-24-14;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-20_18-24-14.dimacs;systems_software/BusyBox/Pett2021-2008-06-20_18-24-14;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-20_20-20-54;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-20_20-20-54.dimacs;systems_software/BusyBox/Pett2021-2008-06-20_20-20-54;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
