Name;Domain;Format;Publication;Keywords;Source;ConvertedFrom;Conversion_Tool;#Features;#LeafFeatures;#TopFeatures;#Constraints;CtcDensity;RatioOptionalFeatures;TreeDepth;Average#Children
busybox_2008-06-13_09-53-06;systems_software;.dimacs;;;;;;709.0;708.0;708.0;592.0;0.8349788434414669;0.988716502115656;2.0;708.0
busybox_2008-06-13_09-55-13;systems_software;.dimacs;;;;;;709.0;708.0;708.0;592.0;0.8349788434414669;0.988716502115656;2.0;708.0
busybox_2008-06-13_11-16-09;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-13_12-06-22;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-13_13-10-01;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-13_13-20-38;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-13_13-49-59;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-13_15-13-41;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-13_20-44-05;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-14_04-28-41;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-14_06-04-59;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-14_06-14-02;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-14_06-23-25;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-14_11-00-17;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-14_15-50-55;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-14_17-13-20;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-14_19-38-35;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-14_22-11-29;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-15_05-40-08;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-15_05-40-56;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-15_08-12-00;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-15_09-48-18;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-15_09-49-21;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-15_09-58-53;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-15_11-49-42;systems_software;.dimacs;;;;;;710.0;709.0;709.0;592.0;0.8338028169014085;0.9887323943661972;2.0;709.0
busybox_2008-06-15_18-35-34;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-15_19-02-31;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-15_20-14-26;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-15_20-15-27;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-16_04-09-25;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-16_07-12-19;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-16_07-32-40;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-16_12-47-11;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-16_12-53-33;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-16_14-35-57;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-17_05-11-43;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-17_05-43-38;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-17_07-24-29;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-17_07-26-52;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-17_07-52-43;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-17_12-09-21;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-17_12-11-34;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-17_12-28-44;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-17_12-45-39;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_08-32-25;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_09-20-35;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_09-22-31;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_16-29-32;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_16-30-42;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_16-38-22;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_17-49-58;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_17-53-57;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_19-22-19;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_19-49-46;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-18_20-01-12;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-20_12-17-59;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-20_18-24-14;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-20_20-20-54;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-21_20-31-50;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-21_22-10-52;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-21_22-46-58;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-21_23-15-43;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-22_13-16-23;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-22_13-20-42;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-22_16-28-02;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-22_16-38-53;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-22_16-59-46;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-22_20-14-00;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-23_01-52-30;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-23_13-06-34;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-23_13-24-19;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-23_16-28-53;systems_software;.dimacs;;;;;;711.0;710.0;710.0;592.0;0.8326300984528833;0.9887482419127988;2.0;710.0
busybox_2008-06-23_22-31-52;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-24_00-47-58;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-24_00-50-07;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-24_14-10-41;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-24_16-08-22;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-24_18-59-59;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-24_21-39-32;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-25_09-53-17;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-25_10-00-58;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-25_10-16-17;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-25_10-18-16;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-25_10-59-44;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-25_12-15-46;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-25_15-58-00;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-25_20-54-45;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-26_03-26-57;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-26_14-32-57;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-26_20-27-42;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-26_22-40-02;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_00-23-18;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_00-24-11;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_00-29-34;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_02-52-20;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_03-55-18;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_04-06-13;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_04-30-48;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_15-48-45;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_15-52-07;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_21-24-08;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_21-52-41;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_22-05-21;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-27_22-31-07;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_01-18-09;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_04-00-01;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_04-58-55;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_05-04-09;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_18-10-09;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_21-03-43;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_21-46-41;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_23-30-37;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_23-33-02;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-28_23-42-03;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-29_00-32-35;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-29_02-25-53;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-29_05-10-47;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-29_05-16-45;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-29_06-22-40;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-30_07-33-52;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-30_13-30-21;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-06-30_15-48-34;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-01_01-57-36;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-01_10-00-46;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-01_10-05-12;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-01_10-40-41;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-01_10-55-45;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-01_11-11-24;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-01_12-20-20;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-01_15-59-42;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-01_16-09-07;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-02_00-12-06;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-02_11-14-59;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-02_11-34-49;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-02_22-47-49;systems_software;.dimacs;;;;;;711.0;710.0;710.0;593.0;0.8340365682137834;0.9887482419127988;2.0;710.0
busybox_2008-07-04_10-25-44;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-04_10-29-30;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-04_21-57-11;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-04_21-58-00;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-05_08-38-41;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-05_08-50-08;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-05_09-18-54;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-05_17-40-04;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-05_20-29-59;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-06_07-00-11;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-06_10-01-13;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-06_11-11-35;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-06_11-52-23;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-06_17-00-49;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-08_02-56-53;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-08_02-57-40;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-08_03-25-25;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-08_05-14-36;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-08_09-07-01;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-08_20-41-57;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-09_09-50-33;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-09_15-30-57;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-09_17-56-53;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-09_19-44-08;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-09_19-48-43;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-09_20-07-59;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-09_20-14-53;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-09_21-20-50;systems_software;.dimacs;;;;;;715.0;714.0;714.0;611.0;0.8545454545454545;0.9888111888111888;2.0;714.0
busybox_2008-07-09_21-24-18;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-09_22-04-37;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-10_08-55-40;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-10_14-14-20;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-10_14-14-45;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-10_14-16-11;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-10_17-43-01;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-10_23-06-00;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-10_23-42-36;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_08-23-52;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_09-55-58;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_10-21-29;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_13-57-08;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_15-05-51;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_21-41-14;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_21-42-12;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_21-43-11;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_22-11-50;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_22-20-59;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_23-09-34;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-11_23-44-50;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
busybox_2008-07-12_09-20-44;systems_software;.dimacs;;;;;;715.0;714.0;714.0;608.0;0.8503496503496504;0.9888111888111888;2.0;714.0
